epoch,reward,entropy
0,18.5,0.6825830936431885
1,17.25,0.6847187876701355
2,18.75,0.6841490268707275
3,17.5,0.6849016547203064
4,15.25,0.6883313655853271
5,19.375,0.6869710683822632
6,26.75,0.687715470790863
7,20.625,0.6864362955093384
8,24.375,0.6892226934432983
9,18.25,0.6886013746261597
10,19.5,0.6905817985534668
11,24.125,0.6877833008766174
12,21.25,0.688370406627655
13,23.0,0.6879541873931885
14,19.75,0.6907105445861816
15,19.375,0.6897825002670288
16,19.125,0.6886405944824219
17,25.125,0.6877627968788147
18,25.875,0.687406599521637
19,22.125,0.6894282698631287
20,20.375,0.6870371103286743
21,27.625,0.6896724700927734
22,31.875,0.6877115368843079
23,25.0,0.6888517141342163
24,30.375,0.687082827091217
25,36.625,0.6857211589813232
26,39.75,0.6874209046363831
27,32.125,0.6875199675559998
28,29.375,0.6848446726799011
29,26.875,0.6830955147743225
30,42.125,0.6847438812255859
31,21.375,0.6759434938430786
32,32.75,0.6817646026611328
33,26.0,0.6797102689743042
34,18.125,0.6800340414047241
35,26.125,0.6733101010322571
36,23.875,0.6775959134101868
37,26.0,0.6772149801254272
38,30.75,0.6808487772941589
39,39.25,0.6777026653289795
40,46.375,0.677040696144104
41,23.875,0.6723975539207458
42,30.875,0.6695789098739624
43,39.5,0.6745147109031677
44,34.375,0.6783688068389893
45,41.75,0.6733731031417847
46,34.625,0.6764094233512878
47,28.75,0.6718100905418396
48,29.125,0.6711286902427673
49,31.375,0.6712300777435303
50,35.25,0.676361620426178
51,30.125,0.6612334847450256
52,33.5,0.6688624620437622
53,29.875,0.6688946485519409
54,27.5,0.6637259125709534
55,24.0,0.6652438640594482
56,25.375,0.6585112810134888
57,43.5,0.6669754385948181
58,29.75,0.6592536568641663
59,35.75,0.6536856293678284
60,36.625,0.6654148697853088
61,36.375,0.6514650583267212
62,52.375,0.6624850630760193
63,21.625,0.64788818359375
64,33.125,0.659904956817627
65,39.25,0.6619329452514648
66,42.0,0.6588397026062012
67,42.625,0.6572948694229126
68,41.875,0.659544050693512
69,44.5,0.6529290080070496
70,43.25,0.6498888731002808
71,33.25,0.6523735523223877
72,47.5,0.6495087742805481
73,28.75,0.6572468876838684
74,44.375,0.6540047526359558
75,52.375,0.6600303053855896
76,34.75,0.6540315747261047
77,28.5,0.6554070115089417
78,50.25,0.6538811922073364
79,58.75,0.6546380519866943
80,33.5,0.6494959592819214
81,36.25,0.6383346319198608
82,45.5,0.6449474096298218
83,51.5,0.6521427035331726
84,41.75,0.6540553569793701
85,43.0,0.6553820371627808
86,36.0,0.646615743637085
87,48.625,0.6454894542694092
88,60.125,0.649851381778717
89,44.625,0.6492804288864136
90,54.625,0.6524969935417175
91,61.5,0.6538501381874084
92,42.625,0.6432659029960632
93,50.625,0.6515988111495972
94,51.125,0.6495829820632935
95,33.5,0.6346772313117981
96,55.375,0.6463984847068787
97,52.625,0.6396138072013855
98,42.25,0.6435946226119995
99,55.0,0.6457496881484985
100,35.25,0.6288783550262451
101,48.75,0.6437020897865295
102,71.375,0.63885897397995
103,49.875,0.6437075138092041
104,37.625,0.6262764930725098
105,57.0,0.641349732875824
106,50.25,0.6443975567817688
107,47.5,0.6353325843811035
108,58.25,0.6310107111930847
109,61.875,0.6428931355476379
110,56.5,0.6392059326171875
111,57.5,0.6259381771087646
112,37.125,0.636145830154419
113,44.875,0.6402053236961365
114,46.25,0.6423345804214478
115,41.875,0.6207743287086487
116,47.5,0.6298488974571228
117,29.25,0.6157056093215942
118,45.125,0.6293315291404724
119,46.625,0.6331461668014526
120,56.75,0.6407018899917603
121,54.0,0.6339306831359863
122,67.0,0.6222565174102783
123,86.25,0.6369104385375977
124,55.375,0.6338338255882263
125,64.75,0.6289685964584351
126,58.5,0.642327606678009
127,94.75,0.6329174637794495
128,55.25,0.6362330913543701
129,57.625,0.6383702158927917
130,41.5,0.6079077124595642
131,54.75,0.6324599385261536
132,84.625,0.6266005039215088
133,56.75,0.6151334047317505
134,42.125,0.621358335018158
135,81.125,0.6391059756278992
136,66.5,0.6191471815109253
137,56.0,0.6177428364753723
138,61.25,0.620755672454834
139,62.0,0.6183626651763916
140,67.625,0.6224108934402466
141,67.875,0.6154035329818726
142,100.0,0.6278144717216492
143,69.5,0.6335998177528381
144,62.75,0.617864727973938
145,72.375,0.6237112879753113
146,59.0,0.6167210340499878
147,57.5,0.6094120740890503
148,64.125,0.6190738677978516
149,80.25,0.6257640719413757
150,84.375,0.6173926591873169
151,85.125,0.6164452433586121
152,75.375,0.6167875528335571
153,82.75,0.6124123930931091
